id_bo,sentenca,non_conformity_score
11656,"O autor do crime utilizou essas informações para enviar mensagens a pessoas conhecidas, solicitando transferências via PIX.",0.0
11656,"O pagamento foi realizado para a pessoa Bruna Silva, CPF 49931379861.",0.0
11656,"O caso envolve a utilização de dados pessoais para fins fraudulentos, com possível comprometimento de informações sensíveis.",0.0
7703,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-02-09  
**HORA INICIAL DOS FATOS:** 1970-01-01 13:45:00  
**LOCAL:** CUIABA/PREJUDICADO  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:** A vítima, profissional da área de enfermagem, foi contactada por uma amiga (Suzy), que indicou um deputado estadual para auxiliar na obtenção de uma vaga em uma unidade.",0.0
7703,"O suposto intermediário solicitou diversos documentos e, posteriormente, pediu o pagamento de R$ 25.000,00 para um servidor chamado Gonçalo, via cooperativa Sicredi Sudeste.",0.0
7703,"Após o depósito, o deputado alegou que estava ""enrolando"" a vítima e não conseguiu arrumar a vaga, resultando em prejuízo de R$ 25.000,00.",0.0
7703,A ocorrência foi registrada e medidas cabíveis foram tomadas.,0.0
13564,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-01-27  
**HORA INICIAL DOS FATOS:** 08:00  
**LOCAL:** CUIABA/COOPHAMIL  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:**  
A vítima relatou que suas contas de redes sociais (Google, Instagram, Facebook) foram hackeadas, sendo utilizadas para causar prejuízos.",0.0
13564,"O suspeito, após acessar as contas clonadas, realizou vendas e compras em plataformas como Mercado Livre e Spotify, além de modificar contas de Netflix e Spotify.",0.0
13564,"A vítima, após perceber a fraude, conseguiu recuperar o acesso às contas e identificou a manipulação, registrando o caso perante autoridades competentes.",0.0
2881,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2025-02-12  
**HORA INICIAL DOS FATOS:** 17:00  
**LOCAL:** CUIABA/SAO JOAO DEL REI  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:** A vítima foi contatada por uma empresa via internet que ofereceu a venda de veículo com procedimento de financiamento.",0.0
2881,"Após contato, foi apresentado um contrato que, após análise, foi identificado como consórcio.",0.0
2881,"A vítima foi induzida a realizar um depósito de R$ 128.371, assinando o contrato mesmo após perceber a falsidade.",0.0
2881,"Posteriormente, solicitou reembolso ao responsável, sendo informada de que o valor já havia sido restituído.",0.0
2881,A vítima suspeita de comportamento fraudulento por parte da empresa.,0.0
5417,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-02-14  
**HORA INICIAL DOS FATOS:** 11:00:00  
**LOCAL:** CUIABA/CENTRO SUL  
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES  
**RELATO SUCINTO DOS ACONTECIMENTOS:**  
No dia 14/02/2024, o autor recebeu um e-mail com suposto conteúdo de pesquisa de satisfação da operadora VIVO, solicitando informações de contato.",0.0
5417,"Após identificar a possível fraude, encaminhou a mensagem à operadora via meio endereço fornecido (fale_conoscovivocombr).",0.0
5417,"No dia seguinte, compareceu a uma loja da VIVO no Shopping Pantanal, Cuiabá, solicitando a pesquisa de CPF, informando que a linha estava sendo utilizada por terceiros.",0.0
5417,O atendente abriu protocolo nº 3 e orientou contato com a Ouvidoria.,0.0
5417,"No dia seguinte, entrou em contato com a Ouvidoria por telefone, sendo atendido por Katiucia, que informou que o procedimento de cancelamento deveria ter sido realizado na loja.",0.0
5417,"Após verificação de dados e documentos, a Ouvidoria confirmou o protocolo nº e orientou a retomada do processo.",0.0
5417,"No dia seguinte, retornou à loja, onde a linha foi desativada, fornecendo protocolo atendimento nº 132910/2024.",0.0
5417,O autor informa que reconhece a linha como própria e afirma que a fraude foi evitada.,0.0
12917,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-07-16  
**HORA INICIAL DOS FATOS:** 1970-01-01 16:30:00  
**LOCAL:** CUIABA/JARDIM DAS AMERICAS  
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES  
**RELATO SUCINTO DOS ACONTECIMENTOS:** Ocorreu tentativa de golpe via internet, onde fraudadores utilizaram um nome falsificado para contactar clientes, solicitando transferências de dinheiro.",0.0
12917,O número utilizado pelos golpistas foi 65 998110392.,0.0
12917,"Apesar da comunicação, os clientes não transferiram valores.",0.0
12917,"Idosos são considerados alvos de risco, devido ao possível cometimento de erros durante a transferência.",0.0
12917,A ocorrência foi registrada como confeccionada pelo comunicante.,0.0
10424,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-10-10  
**HORA INICIAL DOS FATOS:** 1970-01-01 16:11:00  
**LOCAL:** CUIABA/GRANDE TERCEIRO  
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES  
**RELATO SUCINTO DOS ACONTECIMENTOS:** Relato de uma transação indevida no valor de R$ 225.189,89, ocorrida na data mencionada.",0.0
10424,"A pessoa relata desconhecer o nome do responsável pela operação, mencionando apenas ""Lucas"".",0.0
10424,Nenhum outro detalhe foi fornecido sobre o caso.,0.0
8729,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2025-01-13  
**HORA INICIAL DOS FATOS:** 1970-01-01 21:37:00  
**LOCAL:** CUIABA/BOA ESPERANÇA  
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES  
**RELATO SUCINTO DOS ACONTECIMENTOS:**  
No dia 13/01/2025, o autor realizou compra via WhatsApp com a empresa Manocell, pagando R$ 1.500,00 por um iPad da marca Apple, com prazo de entrega de 10 a 15 dias.",0.0
8729,"Durante o período, o autor enviou diversas mensagens solicitando informações sobre a entrega, mas o vendedor alegou atrasos.",0.0
8729,"No dia 05/02/2025, o vendedor informou que devolveria o valor via Pix, mas o autor não recebeu a mercadoria nem o dinheiro.",0.0
8729,"Após tentativas de contato, o vendedor não respondeu, e o autor enviou mensagem via meio de comunicação solicitando esclarecimentos, afirmando que não recebeu o material comprado e que a mercadoria não foi entregue.",0.0
15216,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-01-09  
**HORA INICIAL DOS FATOS:** 1970-01-01 15:23:00  
**LOCAL:** CUIABA/DUQUE DE CAXIAS  
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES  
**RELATO SUCINTO DOS ACONTECIMENTOS:** O relator informa ter recebido dois boletos com valor total de R$ 372.802, envolvendo cartório 4, tabeliontao de notas, protestos e títulos em Cuiabá.",0.0
15216,"A narrativa menciona a apresentação de boletos pelo PGF (Procuradoria Geral Federal), sacador associado ao INMETRO/SGI, referência a cobrança via SEI (Sistema Eletrônico de Informações) e a ausência de empresas precisando de serviços do INMETRO para proteger problemas futuros.",0.0
15216,Há reconhecimento de cobranças pré-registradas com protocolo nº não especificado.,0.0
4710,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-07-10  
**HORA INICIAL DOS FATOS:** 00:00:00 (informação inconsistente, conforme narrativa)  
**LOCAL:** CUIABA/PREJUDICADO  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:**  
O declarante, vítima de estelionato, relatou ter recebido uma ligação de pessoa identificada como representante do Banco Brasil.",0.0
4710,"Durante o contato, foi informado que havia uma suspeita de compra fraudulenta em seu cartão de crédito, com suposto uso em aeroporto.",0.0
4710,"O suposto representante solicitou o recorte do chip do cartão, alegando que seria levado à polícia para perícia.",0.0
4710,"O declarante, acreditando na legitimidade do procedimento, recortou o chip e o entregou a um homem de meia-idade, branco, em veículo prisma preto, no local de trabalho.",0.0
4710,"Posteriormente, ao verificar com o Banco Brasil, constatou que a compra mencionada havia sido negada pelo sistema de segurança.",0.0
4710,"Adicionalmente, foi identificado tentativas de compra fraudulenta, incluindo valores de R$ 180.000,00 e R$ 225.000,00, com mensagens falsas do banco.",0.0
4710,"O declarante afirma não ter fornecido senha, não ter acessado links suspeitos e não ter compartilhado informações pessoais.",0.0
11064,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-08-26  
**HORA INICIAL DOS FATOS:** 1970-01-01 09:00:00  
**LOCAL:** CUIABA/PREJUDICADO  
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES  
**RELATO SUCINTO DOS ACONTECIMENTOS:** O comunicante recebeu ligação de pessoa identificada como primo ou esposo, que informou que estava com veículo quebrado e precisava parar em oficina mecânica.",0.0
11064,"O comunicante foi orientado a realizar transferência via PIX para ""mecânico"", após o que recebeu mensagem confirmando a transferência de R$ 300 para beneficiário Matheus Cavalcante Nery.",0.0
11064,"Posteriormente, o suposto mecânico deixou de responder mensagens, e o comunicante entrou em contato com o primo para confirmar o contato e relatar o fato.",0.0
5431,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-04-11  
**HORA INICIAL DOS FATOS:** 1970-01-01 08:00:00  
**LOCAL:** CUIABA/CPA 4  
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES  
**RELATO SUCINTO DOS ACONTECIMENTOS:**  
No dia 10/04/2024, o relator compareceu à empresa CDL e encontrou um extrato de consulta bancária com nome protestado no SPÇ e Serasa, referente à empresa Banco Safra, com qual não havia contato anterior.",0.0
5431,"O protesto foi realizado em 03/06/2022, com valor de R$ 64.868,00.",0.0
5431,"No dia 11/04/2024, às 08:00, o relator entrou em contato com o Banco Safra, sendo atendido pela operadora Jovana, que informou a existência do protesto e seu vínculo com o banco.",0.0
5431,"Foi solicitado o encaminhamento de um protocolo para a regularização, com a possibilidade de impactar um empréstimo em andamento, que poderia ser reprovado devido ao protesto.",0.0
13926,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-08-12  
**HORA INICIAL DOS FATOS:** 17:40  
**LOCAL:** CUIABA/VILA ROSA  
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES  
**RELATO SUCINTO DOS ACONTECIMENTOS:** O denunciante viu um anúncio de fogão com 4 bocas, marca Atlas, no site Marketplace do Facebook, anunciado por Thalita Rafaela, que declarou ser prima do proprietário da empresa Ideal Móveis (CNPJ 0553440001).",0.0
13926,A vendedora forneceu um número de contato (65 99945523) e encaminhou três chaves Pix para pagamento.,0.0
13926,"Duas tentativas falharam, e a terceira foi enviada para uma conta Pix aleatória (0bccdd5f3c30481f88a07ae077b1edc8).",0.0
13926,"O denunciante entrou em contato com a vendedora, apresentou comprovante de transação e solicitou bloqueio da conta.",0.0
13926,O boletim foi validado com protocolo 7.,0.0
12131,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-04-30  
**HORA INICIAL DOS FATOS:** 07:30  
**LOCAL:** CUIABA/CONSIL  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:** A vítima recebeu propaganda de curso online de perícias médicas por canais oficiais (WhatsApp e email).",0.0
12131,"Após acessar um link de matrícula supostamente oficial, realizou pagamento via PIX no valor de R$ 6.000,00 para uma conta fraudulenta.",0.0
12131,"A vítima percebeu o golpe após verificar o email de retorno e constatar que o link utilizado era falsificado, criado por um membro do grupo oficial do WhatsApp, que aplicou o golpe a pessoas do grupo.",0.0
11530,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-06-18  
**HORA INICIAL DOS FATOS:** 1970-01-01 08:45:00  
**LOCAL:** CUIABA/DUQUE DE CAXIAS  
**NATUREZA DA OCORRÊNCIA:** FALSA IDENTIDADE  
**RELATO SUCINTO DOS ACONTECIMENTOS:** O comunicante informou que amigos e familiares foram avisados sobre um usuário pessoal, identificado por meio da mesma foto de perfil no aplicativo WhatsApp.",0.0
11530,A ação envolveu a identificação e divulgação de informações referentes a um comunicante acusado de atividades criminosas.,0.0
1621,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-04-01  
**HORA INICIAL DOS FATOS:** 1970-01-01 14:00:00  
**LOCAL:** CUIABA/PREJUDICADO  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:** O comunicante relatou que acessaram sua conta corrente no Banco Mercantil, na agência 0421, e realizaram um empréstimo via PIX no valor de R$ 90.600,00.",0.0
1621,O banco foi orientado a elaborar um boletim de ocorrência.,0.0
1621,"O caso envolve a pessoa Costa Dementino, CPF 851107, e a empresa PagSeguro SA.",0.0
14448,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-11-27  
**HORA INICIAL DOS FATOS:** 1970-01-01 21:28:00  
**LOCAL:** CUIABA/PREJUDICADO  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:** A vítima recebeu, no dia 27/11/2024, uma mensagem WhatsApp de um número antigo, informando sobre um ""irmão"" (Silvia Calichio) que mencionava um caminhão na estrada e um banco.",0.0
14448,"Após ser solicitada a realizar uma transferência via PIX no dia sexta-feira, a vítima efetuou o pagamento de R$ 730,00 (setecentos trinta reais) através do PicPay, utilizando CPF 675691.",0.0
14448,O suspeito apagou as mensagens após a transferência e aguardou as providências da autoridade.,0.0
14448,Nada a declarar.,0.0
6428,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-05-17  
**HORA INICIAL DOS FATOS:** 1970-01-01 00:00:00  
**LOCAL:** CUIABA/PREJUDICADO  
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES  
**RELATO SUCINTO DOS ACONTECIMENTOS:** O comunicante manteve contato com suspeito desde a data do fato, que afirmava ser comprador interessado em motocicleta placa QCY9129, anunciada para venda na plataforma OLX.",0.0
6428,"Após o suspeito informar que a transferência de valor foi realizada e o dinheiro foi creditado à conta do comunicante, este identificou que estava vítima de golpe e decidiu registrar a ocorrência.",0.0
6428,"O golpe foi confirmado após o suspeito afirmar que a transferência foi concluída, porém o comunicante não relatou o recebimento do valor.",0.0
9431,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-03-05  
**HORA INICIAL DOS FATOS:** 1970-01-01 09:00:00  
**LOCAL:** CUIABA/CENTRO SUL  
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES  
**RELATO SUCINTO DOS ACONTECIMENTOS:** A vítima relatou que foi vítima de fraude por meio da internet, ao realizar dois pedidos de compra com a empresa Basalto, pagando valores de R$ 258.390,00 e R$ 2.630,00 via QR Code, utilizando o PagSeguro.",0.0
9431,"Após a transação, percebeu que havia sido vítima de golpe, pois o favorecido indicado no pagamento não era a empresa Basalto, mas uma terceira parte.",0.0
9431,"A vítima encaminhou comprovante à empresa Basalto, que constatou que o favorecido não era a empresa, e informou que não haveria declaração de nada.",0.0
438,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-07-25  
**HORA INICIAL DOS FATOS:** 1970-01-01 11:24:00  
**LOCAL:** CUIABA/POPULAR  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:**  
O relato apresenta um caso de estelionato via internet, envolvendo a vítima e seus familiares.",0.0
438,"O irmão da vítima recebeu, por WhatsApp, uma mensagem de um suposto filho, que solicitava a transferência de R$ 135.000,00 via PIX.",0.0
438,O remetente solicitou a divulgação de duas chaves PIX: 1 - 475440 e 2 - Matheus Rodrigues Pires (2706480 95169).,0.0
438,"Em seguida, a mãe da vítima, residente em Brasília, ligou para informar que havia recebido um ""print"" de um pedido de transferência, alegando que o dinheiro já estava disponível.",0.0
438,"O fraudador, supostamente utilizando um telefone clonado, solicitou novamente as chaves PIX, mas a vítima informou que não realizou a transferência.",0.0
438,Nenhum valor foi movimentado.,0.0
438,A vítima forneceu os números de contato e detalhes adicionais para auxiliar na investigação.,0.0
438,O caso foi protocolado com número 8.,0.0
5703,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-01-11  
**HORA INICIAL DOS FATOS:** 09:18:00  
**LOCAL:** CUIABA/PARQUE CUIABA  
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES  
**RELATO SUCINTO DOS ACONTECIMENTOS:** A vítima recebeu mensagem via WhatsApp do número 65 9817346, que se dizia representante da Gerência Estadual Polinter da Polícia Judiciária Civil de Mato Grosso, solicitando sua comparecimento em uma unidade policial.",0.0
5703,"A vítima, através de advogado, solicitou prorrogação para o dia 15/01/2024.",0.0
5703,"Posteriormente, foi informada de que seu CPF nº 57 149 foi utilizado para habilitar um chip, vinculado ao nome 972129647.",0.0
5703,A vítima informa que não reside em Rio de Janeiro e foi assustada com a intimação.,0.0
5703,"Dirigiu-se à loja vivo do Shopping 03 Américas, onde obteve informações que o chip era pré-pago e exigia cadastro com CPF da pessoa física para habilitação.",0.0
8307,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-03-20  
**HORA INICIAL DOS FATOS:** 08:00  
**LOCAL:** CUIABA/PREJUDICADO  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:** A vítima relatou o extravio de documentos pessoais, que foram utilizados por terceiros para a compra de um veículo (VW Gol 16V, cor prata, ano 2000, placa não informada).",0.0
8307,A vítima não tem conhecimento do automóvel e nunca o viu.,0.0
8307,"Recebeu mensagem via SMS do número 27440, informando sobre dívida ativa referente a licenciamento veicular, solicitando negociação de débito.",0.0
8307,"A vítima informa que os dados pessoais foram utilizados com outra cédula de identidade, especificamente o nome da mãe, e que está registrada como pessoa física.",0.0
7380,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-06-10  
**HORA INICIAL DOS FATOS:** 1970-01-01 10:30:00  
**LOCAL:** CUIABA/SAO JOAO DEL REI  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:** O comunicante recebeu solicitação de amizade no Facebook, sendo solicitado fotos de nudez.",0.0
7380,"Após negar, o autor da solicitação enviou foto de nudez e bloqueou o comunicante.",0.0
7380,"Duas dias depois, o comunicante denunciou à polícia, informando que o autor estava se relacionando com menor de idade.",0.0
7380,"A família do menor solicitou fiança de R$ 4.260,00, sendo acordado que o comunicante compareceria à delegacia.",0.0
7380,"No entanto, o autor contactou novamente, solicitando dinheiro para custear medicamentos de um garoto internado.",0.0
7380,"Após pagamento, a família não agiu contra o autor.",0.0
7380,"Posteriormente, o autor solicitou R$ 11.400,00 via PIX, sendo transferido para a mesma beneficiária.",0.0
7380,"O comunicante realizou empréstimo bancário e enviou o valor, além de outro PIX para um telefone no Rio Grande do Sul, com DDD 0 e WhatsApp com logotipo da PJC.",0.0
7380,"Antes da transferência, o autor ameaçou forçar o comunicante a enviar dinheiro.",0.0
6057,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-01-10  
**HORA INICIAL DOS FATOS:** 12:00  
**LOCAL:** CUIABA/PREJUDICADO  
**NATUREZA DA OCORRÊNCIA:** FURTO  
**RELATO SUCINTO DOS ACONTECIMENTOS:** Ocorreu um furto de água no local indicado, conforme registrado em 11/01/2024.",0.0
6057,"A narrativa menciona a data de registro como 10/01/2024, possivelmente com inconsistência.",0.0
6057,Não há declarações adicionais a serem feitas.,0.0
13773,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2025-03-03  
**HORA INICIAL DOS FATOS:** 1970-01-14:33:00  
**LOCAL:** CUIABA/PREJUDICADO  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:** O comunicante foi contactado por uma suposta funcionária do Banco BV, que simulou um empréstimo para capital de giro empresarial.",0.0
13773,"Após verificar informações e enviar dados solicitados, foi cobrado pagamento de R$ 71.210 para aumentar limite de crédito e rating.",0.0
13773,"Após o pagamento, a suposta funcionária (Vania) informou novo problema relacionado ao CPF, orientando a contato com a empresa AZ Assessoria Empresarial (CNPJ 56065401).",0.0
13773,Novos pedidos de pagamento foram feitos (R$ 780 e R$ 130.500 para demonstração de movimento de patrimônio líquido).,0.0
13773,"O comunicante suspeitou de golpe e consultou colega contador, que confirmou a natureza fraudulenta da operação.",0.0
8927,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-06-04  
**HORA INICIAL DOS FATOS:** 17:15  
**LOCAL:** CUIABÁ/CENTRO NORTE – A BANCO  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:**  
Na data 04/06/2024, às 17h15, o autor recebeu uma mensagem de texto via telefone, identificando-se como ""BIA – Atendente Digital Bradesco"", informando que havia uma tentativa de compra com código R$ 6792.",0.0
8927,O autor foi orientado a acessar um link (https://contatobiaonline) e selecionar a opção 1.,0.0
8927,"Após realizar o procedimento, recebeu uma mensagem confirmando o crédito de um valor indevido (R$ 000) na conta corrente, com a justificativa de que o processo seria concluído no dia seguinte.",0.0
8927,"No dia 05/06/2024, às 08h30, foi informado de que o valor deveria ser transferido para o nome de Felipe Carvalho Oliveira, o que foi descartado como golpe.",0.0
8927,"O autor desligou o telefone, procurou um atendente da agência e solicitou a realização de um boletim de ocorrência.",0.0
8927,"Após desligar o contato, houve tentativas de contato por uma mulher, que foi imediatamente desligada.",0.0
8927,O autor solicita o imediato estorno do valor creditado (R$ 000) e a devolução de despesas eventualmente geradas.,0.0
8927,"Dados do autor: Adriani Alvarenga Correa Costa, CPF 911.654.581-87, correntista do Banco Bradesco, Agência 3218, Conta 17418.",0.0
1065,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-11-12  
**HORA INICIAL DOS FATOS:** 1970-01-01 12:32:00  
**LOCAL:** CUIABA/CENTRO-NORTE  
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO  
**RELATO SUCINTO DOS ACONTECIMENTOS:** A empresa MTSUL Construções foi vítima de golpes cometidos por indivíduos que simularam ser funcionários, aplicando fraudes comerciais em lojas da região de Cuiabá (Várzea Grande).",0.0
1065,"Os golpistas retiraram materiais da loja Acofer Cuiabá e apresentaram notas fiscais com valores totais de R$ 9.720.760,00 (números: 78, 13, 66, 8, 3237, 21, 158091, 19, 3595, 121124).",0.0
1065,"O fato foi consumado, mas nos últimos dias houve tentativas repetidas de aprimorar o golpe em outras lojas, com uso de números seguidos e perda financeira e entrega de materiais.",0.0
6836,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2025-01-17  
**HORA INICIAL DOS FATOS:** 1970-01-01 16:48:00  
**LOCAL:** CUIABA/PORTO  
**NATUREZA DA OCORRÊNCIA:** FALSA IDENTIDADE  
**RELATO SUCINTO DOS ACONTECIMENTOS:** A vítima relatou quebrou mensagem mae seguida quebrou mensagem mae.",0.0
2744,"**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**  
**DATA DOS FATOS:** 2024-01-03  
**HORA INICIAL DOS FATOS:** 1970-01-01 16:30:00  
**LOCAL:** CUIABA/DUQUE DE CAXIAS  
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES  
**RELATO SUCINTO DOS ACONTECIMENTOS:**  
A vítima relata que foi vítima de fraude, onde indivíduos falsamente representaram o escritório de advocacia Lacerda, solicitando transferências de valores.",0.0
2744,"Foram solicitados R$ 898.833,00 e R$ 579.367,00, totalizando R$ 1.478.200,00.",0.0
2744,"A vítima entrou em contato com os advogados do escritório, sendo informada de que os supostos representantes eram criminosos que utilizavam sócios do escritório.",0.0
2744,"O caso foi registrado em boletim de ocorrência nº 3191, datado em 2024, informando tentativa de golpe contra terceiros.",0.0
