id_bo,sentenca,non_conformity_score
5703,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 2024-01-11
**HORA INICIAL DOS FATOS:** NÃO ESPECIFICADO
**LOCAL:** CUIABA/PARQUE CUIABA
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES
**RELATO SUCINTO DOS ACONTECIMENTOS**: Vítima recebeu mensagem via WhatsApp (nº 65 9817346) supostamente da Gerência Estadual Polinter/Polícia Judiciária Civil MT, solicitando comparecimento na unidade policial no dia 15/01/2024.",0.0
5703,"Por meio de advogado, a vítima requereu prorrogação para o referido dia e dirigiu-se à Delegacia Polinter.",0.0
5703,"Lá, foi informado que haviam habilitado um chip com CPF nº 57.1",0.2
8307,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 20/03/2024
**HORA INICIAL DOS FATOS:** Não informada
**LOCAL:** CUIABA - RESIDÊNCIA PARTICULAR
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO
**RELATO SUCINTO DOS ACONTECIMENTOS**: A vítima relata ter extraviado documentos pessoais,",0.0
7380,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 10/06/2024
**HORA INICIAL DOS FATOS:** Não informado
**LOCAL:** CUIABA/SAO JOAO DEL REI - RESIDÊNCIA PARTICULAR
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO
**RELATO SUCINTO DOS ACONTECIMENTOS**: O comunicante relata que recebeu solicitação de envio de fotos íntimas via Facebook, a qual negou.",0.0
7380,"Posteriormente, o outro indivíduo enviou uma foto nua e o comunicante bloqueou-o.",0.0
7380,"Dois dias após, houve contato com delegacia policial referente à família menor, onde foi proposta fiança no valor de R$ 4.260,00 para resolução imediata da questão.",0.2
7380,"Em seguida, foram realizadas novas solicitações de pagamento via Pix para custear remédios e clínica do garoto internado.",0.0
7380,O comunicante realizou empréstimo bancário e enviou dois valores via Pix para a mesma beneficiária (mesma pessoa que recebeu os dois pix).,0.0
7380,"Foi relatado contato com telefone e WhatsApp supostamente da delegacia no estado de Rio Grande do Sul, exibindo logotipo PJC/DEA antes da transferência.",0.0
7380,"O comunicante descreve o ato como tentativa de estelionato e coação (""inferno cabeça""), forçando-o a enviar dinheiro sob ameaça.",0.0
13773,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 2025-03-03
**HORA INICIAL DOS FATOS:** 1970-01-01 14:33:00
**LOCAL:** CUIABA
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO
**RELATO SUCINTO DOS ACONTECIMENTOS**: Suposta funcionária do Banco BV (Sra.",0.0
13773,Vania) simulou solicitação de empréstimo para capital giro empresarial,0.0
8927,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 04/06/2024
**HORA INICIAL DOS FATOS:** 15h00
**LOCAL:** CUIABA/CENTRO NORTE
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO
**RELATO SUCINTO DOS ACONTECIMENTOS**: O correntista Adriani Alvarenga Correa Costa (CPF 911.654.581-87) foi contatado via SMS por suposta atendente digital do Bradesco (Bia), informando tentativa de compra no valor de R$ 6.792,00.",0.0
8927,"Após acessar o link enviado e reconhecer a transação, o titular foi informado que o valor havia sido creditado indevidamente em sua conta corrente.",0.0
8927,Golpista orientou a transferência para Phelipe Carvalho Oliveira.,0.0
8927,"Ao desligar o telefone, o correntista procurou agência física onde foi orientado a fazer Boletim de Ocorrência.",0.0
8927,Solicita estorno imediato do valor e ressarcimento de despesas geradas pelo golpe.,0.0
2027,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 30/01/2025
**HORA INICIAL DOS FATOS:** Não informado
**LOCAL:** Cuiabá/MT
**NATUREZA DA OCORRÊNCIA:** Estelionato
**RELATO SUCINTO DOS ACONTECIMENTOS**: No dia 30 de janeiro de 2025, o comunicante recebeu mensagem via WhatsApp de um suspeito que se apresentou como advogado.",0.0
2027,O autor da fraude alegou ter ganho uma ação judicial e informou que precisava pagar taxas para liberar os valores arrecadados.,0.0
2027,"Foram solicitados dois valores iniciais: R$ 12.996,66 (enviado para conta vinculada a Samara, Banco Nu Pagamentos) e R$ 700,00 (para Mercado Pago).",0.0
2027,"Após o comunicante enviar comprovantes dos pagamentos efetuados, o suspeito solicitou um novo valor de R$ 3.000,00 para finalizar a liberação da verba.",0.0
2027,"O comunicante percebeu que se tratava de fraude e tomou as devidas providências, interrompendo a comunicação sem declarar novos fatos sobre o caso.",0.0
14310,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 01/11/2024
**HORA INICIAL DOS FATOS:** 11:20
**LOCAL:** CUIABA/BOA ESPERANÇA (INTERNET)
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO
**RELATO SUCINTO DOS ACONTECIMENTOS**: O declarante identificou promoção de livros pela internet na Editora Saraiva, sendo solicitada a inserção de todos os dados pessoais, telefone e informações de entrega.",0.0
14310,"Após ser direcionado a um site para escolher a caixa de livros e efetuar o pagamento do frete e taxa de importação, percebeu indícios de golpe devido à solicitação excessiva de dados sensíveis.",0.0
14310,"Devido ao medo, comunicou o fato à mãe, que orientou a lavratura do boletim de ocorrência.",0.0
14310,"O presente documento foi elaborado em caráter declarante, assumindo responsabilidade civil e criminal pelo relato.",0.0
12464,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 08/06/2024
**HORA INICIAL DOS FATOS:** 10:37
**LOCAL:** CUIABA/JARDIM ACLIMACAO (INTERNET)
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES
**RELATO SUCINTO DOS ACONTECIMENTOS**: Vítima recebeu anúncio promocional via rede social Facebook referente a uma loja com a qual habitualmente realiza compras.",0.0
12464,"Ao acessar o link fornecido e tentar a transação, o cartão de crédito foi aprovado inicialmente no valor de R$ 17.488,00.",0.0
12464,"Após contato com a operadora do cartão, que informou a tentativa como suspeita, a vítima percebeu tratar-se de golpe, confirmando que o pagamento já havia sido realizado através do sistema PIX.",0.0
6151,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 11/08/2024
**HORA INICIAL DOS FATOS:** 00:00
**LOCAL:** CUIABA/NOVO TERCEIRO
**NATUREZA DA OCORRÊNCIA:** INVASÃO DE DISPOSITIVO INFORMÁTICO
**RELATO SUCINTO DOS ACONTECIMENTOS**: O comunicante relata que sua conta do Facebook foi invadida e hackeada, com alteração de e-mail, número de telefone e dados cadastrais.",0.0
6151,"Os suspeitos permanecem utilizando fotografias da vítima para realizar publicações fraudulentas em nome dela, visando enganar amigos e familiares mediante esquemas piramidais fictícios.",0.0
6151,A vítima desconhece o método utilizado pelos invasores para adentrar à conta e não conseguiu recuperar o acesso ao dispositivo/serviço.,0.0
8498,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 2024-09-12
**HORA INICIAL DOS FATOS:** 10:00:00
**LOCAL:** CUIABA/RESID JAMIL BOUTROS NADAF (TIPO LOCAL: INTERNET)
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO
**RELATO SUCINTO DOS ACONTECIMENTOS**: V",0.0
13501,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 19/01/2024
**HORA INICIAL DOS FATOS:** 19:21
**LOCAL:** CUIABA/DOM AQUINO - RESIDÊNCIA PARTICULAR
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES
**RELATO SUCINTO DOS ACONTECIMENTOS**: Vítima recebeu contato telefônico via plataforma Instagram, sob alegação de participação em promoção.",0.0
13501,O solicitante pediu informações através do celular pessoal para envio de código.,0.0
13501,"Após o atendimento, a vítima obteve acesso ao sistema solicitado.",0.2
8326,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 11 e 12 de março de 2024
**HORA INICIAL DOS FATOS:** Não informada
**LOCAL:** CUIABA/PREJUDICADO
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES
**RELATO SUCINTO DOS ACONTECIMENTOS**: Nos dias 11 e 12 de março de 2024, foram realizadas quatro compras via cartão crédito por pessoas desconhecidas com acesso ao cartão físico do titular.",0.0
8326,"O valor total das transações identificadas soma R$ 3.400,00.",0.0
8326,Os cartões utilizados eram de crédito (Oize/Visa) e o número finaliza em 5905.,0.2
8326,Não foram relatados outros detalhes adicionais no momento da ocorrência.,0.2
13978,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 23/07/2024
**HORA INICIAL DOS FATOS:** Não Informado
**LOCAL:** CUIABA/PRIMEIRO DE MARCO - INTERNET
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO
**RELATO SUCINTO DOS ACONTECIMENTOS**: Comunicante relatou receber ligação de suposto atendente do banco Inbursa, informando empréstimos em BMG e Banrisul.",0.0
13978,"Foi oferecida portabilidade para redução das parcelas; vítima aceitou, forneceu foto facial, acessou link via WhatsApp com reconhecimento facial e assinou contratos digitais.",0.0
13978,"Posteriormente, recebeu mensagem de outra suposta atendente alegando tentativas de compra não reconhecidas pela vítima.",0.0
13978,"Em boa-fé, a vítima foi induzida a acessar aplicativo sob pretexto de segurança da conta, transferindo valor de R$ 2.400,00 via PIX para Nubank e permitindo acesso indevido à conta Itaú para compras com cartão de crédito.",0.0
13978,Vítima bloqueou as contas afetadas.,0.0
6780,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 17/02/2025
**HORA INICIAL DOS FATOS:** 10:00
**LOCAL:** CUIABA/DOUTOR FABIO LEITE
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO
**RELATO SUCINTO DOS ACONTECIMENTOS:** Em 17/02/2025, às 10h, o autor foi abordado por indivíduo se passando por advogada, alegando vitória em ação judicial contra o DETRAN e liberação de valores financeiros.",0.0
6780,"Após a solicitação e envio de dados bancários para entrada junto ao procurador, realizou-se pagamento via PIX para conta da Caixa Econômica Federal (703468).",0.0
6780,"Posteriormente, surgiram novas cobranças fictícias referentes a impostos (IVA) e proposta de parcelamento de dívidas, caracterizando esquema de estelionato.",0.0
6780,"A vítima identificou a fraude com base em alertas veiculados em redes sociais e relatos de terceiros, confirmando que os contatos eram falsos.",0.2
1209,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 29/11/2024
**HORA INICIAL DOS FATOS:** 11h15
**LOCAL:** CUIABA/RESIDENCIAL COXIPO
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO
**RELATO SUCINTO DOS ACONTECIMENTOS**: A residência localizada em Residencial Coxipo, em Cuiaba, registrou recebimento de chamada via WhatsApp do número (11) 94713-34.",0.0
1209,"O interlocutor se apresentou como gerente do banco Bradesco, informando sobre uma compra realizada e solicitando dados para desfazer a transação.",0.0
1209,"Após o fornecimento do CPF pela vítima seguindo as orientações passadas pelo suspeito, esta passou a relatar suspeita de golpe.",0.0
1209,A ligação foi encerrada logo em seguida.,0.0
1209,O funcionário da ocorrência identificou o suspeito com o registro 1821092 e elaborou o boletim de ocorrência.,0.0
6393,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 20/05/2024
**HORA INICIAL DOS FATOS:** 16:10
**LOCAL:** CUIABA/CENTRO NORTE
**NATUREZA DA OCORRÊNCIA:** INVASÃO DE DISPOSITIVO INFORMÁTICO
**RELATO SUCINTO DOS ACONTECIMENTOS**: Os agentes adentraram os perfis do Instagram e Facebook da vítima, promovendo propostas de investimento em Bitcoin.",0.0
6393,A vítima tomou conhecimento sobre a invasão do dispositivo eletrônico através de terceiros.,0.0
13725,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM",0.0
1538,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 2024-11-17
**HORA INICIAL DOS FATOS:** 09:59
**LOCAL:** CUIABA/JARDIM IMPERIAL
**NATUREZA DA OCORRÊNCIA:** ESTELIONATO
**RELATO SUCINTO DOS ACONTECIMENTOS**: O autor recebeu mensagem via SMS contendo link malicioso (ww1cnhonlinetax47e2d9) sob alegação de atualização sobre CNH vencida.",0.0
1538,"Ao clicar no link, foi direcionado para um site que imitava o domínio gov.com.br.",0.2
1538,"Seguindo as instruções do golpeiro, inseriu a senha do aplicativo Gov.",0.2
1538,"Ao visualizar a autorização de uso de dados no app, identificou-se como estelionato e imediatamente alterou a senha da conta gov.com.br.",0.0
8939,"

**RELATÓRIO TÉCNICO RESUMIDO – BOLETIM DE OCORRÊNCIA**
**DATA DOS FATOS:** 25/07/2024
**HORA INICIAL DOS FATOS:** 13:12
**LOCAL:** CUIABA/TIJUCAL (ON-LINE)
**NATUREZA DA OCORRÊNCIA:** OUTRAS FRAUDES
**RELATO SUCINTO DOS ACONTECIMENTOS**: Vítima relata que sua conta do Instagram (@eudirleiavet) foi alvo de abordagem telefônica para venda de eletrodomésticos.",0.0
8939,"Durante a interação, os fraudadores conseguiram acessar o perfil e alterar as credenciais de e-mail.",0.0
8939,Ocorrência registrada com responsabilidade civil e criminal pela declaração da vítima.,0.0
